x,y
806,1090
817,1082
816,1068
805,1077
806,1090
795,1101
785,1112
775,1123
765,1134
754,1145
749,1151
744,1141
733,1140
738,1149
749,1151
743,1164
737,1178
731,1192
725,1205
718,1219
714,1228
729,1226
733,1226
741,1213
743,1210
728,1211
724,1212
717,1224
714,1228
729,1230
730,1230
741,1220
742,1219
727,1217
726,1217
715,1227
714,1228
715,1243
715,1258
715,1273
716,1288
716,1303
716,1315
727,1317
734,1309
724,1308
716,1315
724,1319
732,1314
724,1311
716,1315
727,1313
731,1303
720,1305
716,1315
723,1319
731,1316
724,1312
716,1315
714,1330
711,1345
709,1360
707,1374
704,1389
702,1404
702,1404
701,1419
700,1434
700,1449
699,1464
698,1479
697,1494
697,1497
683,1491
669,1486
655,1481
641,1476
627,1471
618,1468
606,1459
594,1450
582,1441
570,1432
558,1423
552,1419
564,1419
572,1409
559,1409
552,1419
564,1428
576,1437
588,1446
600,1455
612,1464
618,1468
612,1464
604,1466
611,1471
618,1468
612,1462
603,1463
609,1470
618,1468
612,1466
606,1469
612,1472
618,1468
633,1473
647,1478
661,1483
675,1489
689,1494
697,1497
703,1502
710,1500
705,1495
697,1497
697,1512
696,1527
695,1542
695,1556
694,1571
693,1586
693,1592
693,1607
692,1622
692,1637
692,1652
691,1667
691,1682
690,1697
690,1712
690,1712
697,1708
698,1699
691,1704
690,1712
689,1727
689,1742
688,1757
688,1772
687,1787
687,1802
686,1817
685,1832
685,1834
684,1849
684,1864
683,1879
682,1894
681,1909
680,1924
679,1939
678,1954
678,1960
685,1964
692,1961
685,1957
678,1960
